NAME,SECTION,START DATE,DAY,START,FINISH,LOCATION,PROFESSOR(S),SCHEDULING NOTES,DELIVERY MODE
APS105H1S,LEC0101,2022-01-14,Fri,15:00,16:00,SS2102,"Amza, Cristiana",,In Person
APS105H1S,LEC0101,2022-01-13,Thu,15:00,16:00,SS2102,"Amza, Cristiana",,In Person
APS105H1S,LEC0101,2022-01-11,Tue,15:00,16:00,SS2102,"Amza, Cristiana",,In Person
APS105H1S,LEC0102,2022-01-10,Mon,11:00,12:00,MC252,"Shokrollah-Timorabadi, Hamid",,In Person
APS105H1S,LEC0102,2022-01-13,Thu,11:00,12:00,MC252,"Shokrollah-Timorabadi, Hamid",,In Person
APS105H1S,LEC0102,2022-01-12,Wed,11:00,12:00,MC252,"Shokrollah-Timorabadi, Hamid",,In Person
APS105H1S,LEC0103,2022-01-10,Mon,9:00,10:00,MC102,"Li, Baochun",,In Person
APS105H1S,LEC0103,2022-01-12,Wed,9:00,10:00,MC102,"Li, Baochun",,In Person
APS105H1S,LEC0103,2022-01-14,Fri,11:00,12:00,MC102,"Li, Baochun",,In Person
APS105H1S,LEC0104,2022-01-14,Fri,11:00,12:00,BA1190,"Amza, Cristiana",,In Person
APS105H1S,LEC0104,2022-01-13,Thu,11:00,12:00,BA1190,"Amza, Cristiana",,In Person
APS105H1S,LEC0104,2022-01-11,Tue,11:00,12:00,BA1190,"Amza, Cristiana",,In Person
APS105H1S,PRA0101,2022-01-14,Fri,12:00,14:00,SF1013,,,In Person
APS105H1S,PRA0101,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,PRA0102,2022-01-12,Wed,15:00,17:00,SF1013,,,In Person
APS105H1S,PRA0102,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,PRA0103,2022-01-13,Thu,14:00,16:00,SF1013,,,In Person
APS105H1S,PRA0103,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,PRA0104,2022-01-13,Thu,16:00,18:00,SF1013,,,In Person
APS105H1S,PRA0104,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,PRA0105,2022-01-10,Mon,15:00,17:00,SF1013,,,In Person
APS105H1S,PRA0105,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,PRA0106,2022-01-13,Thu,12:00,14:00,SF1013,,,In Person
APS105H1S,PRA0106,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,PRA0107,2022-01-12,Wed,9:00,11:00,SF1012,,,In Person
APS105H1S,PRA0107,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,PRA0108,2022-01-10,Mon,11:00,13:00,SF1013,,,In Person
APS105H1S,PRA0108,2022-01-11,Tue,17:00,18:00,MS2158,,,In Person
APS105H1S,TUT0101,2022-01-12,Wed,16:00,17:00,SF3201,,,In Person
APS105H1S,TUT0102,2022-01-14,Fri,11:00,12:00,MY330,,,In Person
APS105H1S,TUT0103,2022-01-10,Mon,15:00,16:00,MY360,,,In Person
APS105H1S,TUT0104,2022-01-12,Wed,13:00,14:00,BA2145,,,In Person
APS105H1S,TUT0105,2022-01-14,Fri,15:00,16:00,WB130,,,In Person
APS105H1S,TUT0106,2022-01-10,Mon,12:00,13:00,BA2165,,,In Person
APS105H1S,TUT0107,2022-01-14,Fri,15:00,16:00,BA1230,,,In Person
APS105H1S,TUT0108,2022-01-14,Fri,9:00,10:00,BA2165,,,In Person
APS105H1S,TUT0109,2022-01-10,Mon,9:00,10:00,MY330,,,In Person
APS105H1S,TUT0110,2022-01-10,Mon,9:00,10:00,BA2155,,,In Person
APS106H1S,LEC0101,2022-01-14,Fri,15:00,16:00,MY150,"Bussmann, Markus",,In Person
APS106H1S,LEC0101,2022-01-13,Thu,15:00,16:00,MY150,"Bussmann, Markus",,In Person
APS106H1S,LEC0101,2022-01-11,Tue,15:00,16:00,MY150,"Bussmann, Markus",,In Person
APS106H1S,LEC0101,2022-01-14,Fri,15:00,16:00,MY150,"Goodfellow, Sebastian",,In Person
APS106H1S,LEC0101,2022-01-13,Thu,15:00,16:00,MY150,"Goodfellow, Sebastian",,In Person
APS106H1S,LEC0101,2022-01-11,Tue,15:00,16:00,MY150,"Goodfellow, Sebastian",,In Person
APS106H1S,LEC0102,2022-01-14,Fri,15:00,16:00,MY150,"Bussmann, Markus",,In Person
APS106H1S,LEC0102,2022-01-13,Thu,15:00,16:00,MY150,"Bussmann, Markus",,In Person
APS106H1S,LEC0102,2022-01-11,Tue,15:00,16:00,MY150,"Bussmann, Markus",,In Person
APS106H1S,LEC0102,2022-01-14,Fri,15:00,16:00,MY150,"Goodfellow, Sebastian",,In Person
APS106H1S,LEC0102,2022-01-13,Thu,15:00,16:00,MY150,"Goodfellow, Sebastian",,In Person
APS106H1S,LEC0102,2022-01-11,Tue,15:00,16:00,MY150,"Goodfellow, Sebastian",,In Person
APS106H1S,LEC0103,2022-01-14,Fri,15:00,16:00,MC252,"Beck, Chris",,In Person
APS106H1S,LEC0103,2022-01-13,Thu,15:00,16:00,MC252,"Beck, Chris",,In Person
APS106H1S,LEC0103,2022-01-11,Tue,16:00,17:00,PBB250,"Beck, Chris",,In Person
APS106H1S,LEC0104,2022-01-14,Fri,16:00,17:00,BA1190,,,In Person
APS106H1S,LEC0104,2022-01-11,Tue,16:00,17:00,BA1190,,,In Person
APS106H1S,LEC0104,2022-01-12,Wed,16:00,17:00,BA1190,,,In Person
APS106H1S,PRA0101,2022-01-12,Wed,16:00,18:00,GB144,,,In Person
APS106H1S,PRA0102,2022-01-11,Tue,16:00,18:00,GB144,,,In Person
APS106H1S,PRA0103,2022-01-12,Wed,13:00,15:00,GB144,,,In Person
APS106H1S,PRA0104,2022-01-12,Wed,9:00,11:00,GB150,,,In Person
APS106H1S,PRA0105,2022-01-14,Fri,11:00,13:00,WB255,,,In Person
APS106H1S,PRA0106,2022-01-10,Mon,9:00,11:00,MY030,,,In Person
APS106H1S,PRA0107,2022-01-11,Tue,9:00,11:00,MY030,,,In Person
APS106H1S,PRA0108,2022-01-10,Mon,9:00,11:00,GB144,,,In Person
APS106H1S,TUT0101,2022-01-14,Fri,9:00,10:00,GB304,,,In Person
APS106H1S,TUT0102,2022-01-12,Wed,12:00,13:00,MY380,,,In Person
APS106H1S,TUT0103,2022-01-14,Fri,13:00,14:00,WB130,,,In Person
APS106H1S,TUT0104,2022-01-10,Mon,11:00,12:00,MY380,,,In Person
APS106H1S,TUT0105,2022-01-12,Wed,16:00,17:00,MY380,,,In Person
APS106H1S,TUT0106,2022-01-11,Tue,10:00,11:00,WB130,,,In Person
APS106H1S,TUT0107,2022-01-11,Tue,11:00,12:00,GB303,,,In Person
APS106H1S,TUT0108,2022-01-11,Tue,15:00,16:00,MC254,,,In Person
APS111H1S,LEC0101,2022-01-10,Mon,15:00,16:00,WB219,,,In Person
APS111H1S,LEC0101,2022-01-12,Wed,15:00,16:00,WB219,,,In Person
APS111H1S,TUT0101,2022-01-11,Tue,10:00,12:00,PB255,,,In Person
APS112H1S,LEC0101,2022-01-10,Mon,14:00,15:00,MY150,"Bazylak, Jason",,In Person
APS112H1S,LEC0101,2022-01-12,Wed,14:00,15:00,MY150,"Bazylak, Jason",,In Person
APS112H1S,LEC0102,2022-01-10,Mon,15:00,16:00,MY150,"Bazylak, Jason",,In Person
APS112H1S,LEC0102,2022-01-12,Wed,15:00,16:00,MY150,"Bazylak, Jason",,In Person
APS112H1S,LEC0102,2022-01-10,Mon,15:00,16:00,MY150,"Kosteski, Tome",,In Person
APS112H1S,LEC0102,2022-01-12,Wed,15:00,16:00,MY150,"Kosteski, Tome",,In Person
APS112H1S,TUT0101,2022-01-11,Tue,10:00,12:00,MY440,,,In Person
APS112H1S,TUT0102,2022-01-11,Tue,10:00,12:00,BA2155,,,In Person
APS112H1S,TUT0103,2022-01-11,Tue,10:00,12:00,BA2145,,,In Person
APS112H1S,TUT0104,2022-01-11,Tue,10:00,12:00,MY317,,,In Person
APS112H1S,TUT0105,2022-01-11,Tue,10:00,12:00,MY490,,,In Person
APS112H1S,TUT0106,2022-01-11,Tue,10:00,12:00,MY320,,,In Person
APS112H1S,TUT0107,2022-01-11,Tue,10:00,12:00,MY480,,,In Person
APS112H1S,TUT0108,2022-01-11,Tue,15:00,17:00,WW119,,,In Person
APS112H1S,TUT0109,2022-01-11,Tue,15:00,17:00,MY360,,,In Person
APS112H1S,TUT0110,2022-01-11,Tue,15:00,17:00,MY420,,,In Person
APS112H1S,TUT0111,2022-01-11,Tue,15:00,17:00,MY350,,,In Person
APS112H1S,TUT0112,2022-01-11,Tue,15:00,17:00,MY440,,,In Person
APS112H1S,TUT0113,2022-01-11,Tue,15:00,17:00,MY380,,,In Person
APS112H1S,TUT0114,2022-01-11,Tue,15:00,17:00,MY430,,,In Person
APS112H1S,TUT0115,2022-01-13,Thu,13:00,15:00,BA2155,,,In Person
APS112H1S,TUT0116,2022-01-13,Thu,13:00,15:00,MY420,,,In Person
APS112H1S,TUT0117,2022-01-13,Thu,13:00,15:00,WB130,,,In Person
APS112H1S,TUT0118,2022-01-13,Thu,13:00,15:00,MY317,,,In Person
APS112H1S,TUT0119,2022-01-13,Thu,13:00,15:00,MY490,,,In Person
APS112H1S,TUT0120,2022-01-13,Thu,13:00,15:00,MY320,,,In Person
APS112H1S,TUT0121,2022-01-13,Thu,13:00,15:00,MY480,,,In Person
APS112H1S,TUT0122,2022-01-13,Thu,13:00,15:00,MY370,,,In Person
APS112H1S,TUT0123,2022-01-12,Wed,12:00,14:00,MY317,,,In Person
APS112H1S,TUT0124,2022-01-12,Wed,12:00,14:00,MY490,,,In Person
APS112H1S,TUT0125,2022-01-12,Wed,12:00,14:00,MY320,,,In Person
APS112H1S,TUT0126,2022-01-12,Wed,12:00,14:00,MY480,,,In Person
APS112H1S,TUT0127,2022-01-12,Wed,12:00,14:00,MY370,,,In Person
APS112H1S,TUT0128,2022-01-12,Wed,12:00,14:00,MY430,,,In Person
APS112H1S,TUT0129,2022-01-12,Wed,12:00,14:00,MY440,,,In Person
APS112H1S,TUT0130,2022-01-12,Wed,12:00,14:00,MY330,,,In Person
APS191H1S,LEC0101,2022-01-14,Fri,14:00,15:00,BA1160,,,In Person
APS305H1S,LEC0101,2022-01-10,Mon,15:00,17:00,MY330,"Knox, Andrew James",,In Person
APS305H1S,LEC0101,2022-01-12,Wed,15:00,17:00,MY330,"Knox, Andrew James",,In Person
APS305H1S,LEC0101,2022-01-10,Mon,15:00,17:00,MY330,"White, Adam S",,In Person
APS305H1S,LEC0101,2022-01-12,Wed,15:00,17:00,MY330,"White, Adam S",,In Person
APS360H1S,LEC0101,2022-01-12,Wed,19:00,21:00,GB120,,,In Person
APS360H1S,LEC0101,2022-01-10,Mon,19:00,21:00,GB220,,,In Person
APS360H1S,LEC0102,2022-01-13,Thu,18:00,20:00,BA1190,,,In Person
APS360H1S,LEC0102,2022-01-11,Tue,18:00,20:00,GB120,,,In Person
APS360H1S,LEC0103,2022-01-10,Mon,13:00,15:00,SF1013,,,In Person
APS360H1S,LEC0103,2022-01-10,Mon,13:00,15:00,SS2135,,,In Person
APS360H1S,LEC0103,2022-01-13,Thu,13:00,15:00,GB244,,,In Person
APS420H1S,LEC0101,2022-01-10,Mon,12:00,14:00,WB130,"Mahmoud, Ahmed Hammam",,In Person
APS420H1S,LEC0101,2022-01-13,Thu,15:00,17:00,WB130,"Mahmoud, Ahmed Hammam",,In Person
APS440H1S,LEC0101,2022-01-12,Wed,12:00,14:00,MY315,"Lebenhaft, Julian",,In Person
APS440H1S,LEC0101,2022-01-10,Mon,12:00,14:00,MY430,"Lebenhaft, Julian",,In Person
APS490Y1Y,TUT0101,2021-09-09,Thu,18:00,21:00,GB220,"Behdinan, Kamran",,In Person
APS502H1S,LEC0101,2022-01-13,Thu,17:00,20:00,BA1130,"Kwon, Roy",,In Person
APS511H1S,LEC0101,2022-01-12,Wed,9:00,12:00,BA2159,"Ashgriz, Nasser",,In Person
APS530H1S,LEC0101,2022-01-10,Mon,9:00,11:00,BA1240,"Meyer, David",,In Person
APS530H1S,LEC0101,2022-01-13,Thu,16:00,18:00,BA2139,"Meyer, David",,In Person
,,,,,,,,,
Back to the top,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
BME,,,,,,,,,
NAME,SECTION,START DATE,DAY,START,FINISH,LOCATION,PROFESSOR(S),SCHEDULING NOTES,DELIVERY MODE
BME205H1S,LEC0101,2022-01-11,Tue,10:00,11:00,MY150,"Bouwmeester, Chris",,In Person
BME205H1S,LEC0101,2022-01-13,Thu,16:00,17:00,MY150,"Bouwmeester, Chris",,In Person
BME205H1S,LEC0101,2022-01-11,Tue,10:00,11:00,MY150,"Kilkenny Rocheleau, Dawn",,In Person
BME205H1S,LEC0101,2022-01-13,Thu,16:00,17:00,MY150,"Kilkenny Rocheleau, Dawn",,In Person
BME205H1S,PRA0101,2022-01-10,Mon,9:00,12:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0102,2022-01-10,Mon,13:00,16:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0103,2022-01-12,Wed,9:00,12:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0104,2022-01-13,Thu,13:00,16:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0105,2022-01-13,Thu,17:00,20:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0106,2022-01-14,Fri,9:00,12:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0107,2022-01-17,Mon,9:00,12:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0108,2022-01-17,Mon,13:00,16:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0109,2022-01-19,Wed,9:00,12:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0110,2022-01-20,Thu,13:00,16:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0111,2022-01-20,Thu,17:00,20:00,MB78,,occurs once every two weeks,In Person
BME205H1S,PRA0112,2022-01-21,Fri,9:00,12:00,MB78,,occurs once every two weeks,In Person
BME205H1S,TUT0101,2022-01-12,Wed,15:00,16:00,MY370,,,In Person
BME205H1S,TUT0102,2022-01-13,Thu,9:00,10:00,MY430,,,In Person
BME205H1S,TUT0103,2022-01-13,Thu,11:00,12:00,MY315,,,In Person
BME205H1S,TUT0104,2022-01-14,Fri,11:00,12:00,MY480,,,In Person
BME205H1S,TUT0105,2022-01-14,Fri,9:00,10:00,MY315,,,In Person
BME205H1S,TUT0106,2022-01-12,Wed,11:00,12:00,MY350,,,In Person
BME205H1S,TUT0107,2022-01-13,Thu,11:00,12:00,MY350,,,In Person
BME205H1S,TUT0108,2022-01-13,Thu,17:00,18:00,MY430,,,In Person
BME205H1S,TUT0109,2022-01-10,Mon,13:00,14:00,MY440,,,In Person
BME205H1S,TUT0110,2022-01-10,Mon,13:00,14:00,MY315,,,In Person
BME205H1S,TUT0111,2022-01-11,Tue,16:00,17:00,SF3201,,,In Person
BME205H1S,TUT0112,2022-01-13,Thu,17:00,18:00,MY440,,,In Person
BME330H1S,LEC0101,2022-01-12,Wed,9:00,12:00,BA2135,"Parker, Jayson",,In Person
BME331H1S,LEC0101,2022-01-11,Tue,10:00,12:00,GB120,"Zariffa, Jose",,In Person
BME331H1S,LEC0101,2022-01-10,Mon,11:00,12:00,GB120,"Zariffa, Jose",,In Person
BME331H1S,PRA0101,2022-01-12,Wed,15:00,18:00,MB78,,occurs once every two weeks,In Person
BME331H1S,PRA0102,2022-01-14,Fri,15:00,18:00,MB78,,occurs once every two weeks,In Person
BME331H1S,PRA0103,2022-01-19,Wed,15:00,18:00,MB78,,occurs once every two weeks,In Person
BME331H1S,PRA0104,2022-01-21,Fri,15:00,18:00,MB78,,occurs once every two weeks,In Person
BME331H1S,TUT0101,2022-01-13,Thu,15:00,16:00,BA1230,,,In Person
BME331H1S,TUT0102,2022-01-13,Thu,17:00,18:00,BA1240,,,In Person
BME346H1S,LEC0101,2022-01-10,Mon,13:00,14:00,BA2135,"Matsuura, Naomi",,In Person
BME346H1S,LEC0101,2022-01-12,Wed,13:00,14:00,BA2135,"Matsuura, Naomi",,In Person
BME346H1S,PRA0101,2022-01-14,Fri,9:00,13:00,MB325,,,In Person
BME346H1S,PRA0102,2022-01-10,Mon,14:00,18:00,MB325,,,In Person
BME346H1S,PRA0103,2022-01-13,Thu,17:00,21:00,MB325,,,In Person
BME352H1S,LEC0101,2022-01-11,Tue,16:00,17:00,WB119,"Sefton, Michael",,In Person
BME352H1S,LEC0101,2022-01-12,Wed,16:00,17:00,WB119,"Sefton, Michael",,In Person
BME352H1S,LEC0101,2022-01-14,Fri,15:00,16:00,MY350,"Sefton, Michael",,In Person
BME352H1S,TUT0101,2022-01-10,Mon,9:00,10:00,BA2159,,,In Person
BME358H1S,LEC0101,2022-01-12,Wed,14:00,15:00,BA2185,"Levi, Ofer",,In Person
BME358H1S,LEC0101,2022-01-13,Thu,10:00,12:00,BAB024,"Levi, Ofer",,In Person
BME358H1S,TUT0101,2022-01-14,Fri,17:00,18:00,MY480,,,In Person
BME396H1S,LEC0101,2022-01-13,Thu,12:00,14:00,BA1230,"Kilkenny Rocheleau, Dawn",,In Person
BME396H1S,LEC0101,2022-01-14,Fri,16:00,17:00,MY315,"Kilkenny Rocheleau, Dawn",,In Person
BME396H1S,PRA0101,2022-01-11,Tue,9:00,12:00,MB325,,,In Person
BME396H1S,PRA0101,2022-01-11,Tue,9:00,12:00,MB78,,,In Person
BME396H1S,PRA0102,2022-01-11,Tue,13:00,16:00,MB325,,,In Person
BME396H1S,PRA0102,2022-01-11,Tue,13:00,16:00,MB78,,,In Person
BME396H1S,PRA0103,2022-01-11,Tue,17:00,20:00,MB325,,,In Person
BME396H1S,PRA0103,2022-01-11,Tue,17:00,20:00,MB78,,,In Person
BME396H1S,TUT0101,2022-01-10,Mon,10:00,11:00,MY317,,,In Person
BME410H1S,LEC0101,2022-01-10,Mon,15:00,17:00,BA2175,"Gilbert, Penney",,In Person
BME410H1S,LEC0101,2022-01-13,Thu,12:00,14:00,RS412,"Gilbert, Penney",,In Person
BME498Y1Y,LEC0101,2021-09-14,Tue,13:00,15:00,MY490,"Bouwmeester, Chris",,In Person
BME498Y1Y,PRA0101,2021-09-13,Mon,12:00,15:00,MB78,,,In Person
BME498Y1Y,PRA0101,2022-01-14,Fri,12:00,15:00,MB78,,,In Person
BME530H1S,LEC0101,2022-01-11,Tue,16:00,18:00,BA2195,,,In Person
BME530H1S,PRA0101,2022-01-13,Thu,9:00,12:00,MB78,,,In Person
,,,,,,,,,
Back to the top,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CHE,,,,,,,,,
NAME,SECTION,START DATE,DAY,START,FINISH,LOCATION,PROFESSOR(S),SCHEDULING NOTES,DELIVERY MODE
CHE112H1S,LEC0101,2022-01-14,Fri,10:00,11:00,BA1130,"Kirk, Donald",,In Person
CHE112H1S,LEC0101,2022-01-13,Thu,10:00,11:00,BA1130,"Kirk, Donald",,In Person
CHE112H1S,LEC0101,2022-01-11,Tue,10:00,11:00,BA1130,"Kirk, Donald",,In Person
CHE112H1S,LEC0102,2022-01-10,Mon,16:00,17:00,BA1160,"Farmer, Jennifer",,In Person
CHE112H1S,LEC0102,2022-01-13,Thu,16:00,17:00,BA1160,"Farmer, Jennifer",,In Person
CHE112H1S,LEC0102,2022-01-11,Tue,17:00,18:00,BA1160,"Farmer, Jennifer",,In Person
CHE112H1S,TUT0101,2022-01-10,Mon,13:00,15:00,BA2165,,,In Person
CHE112H1S,TUT0102,2022-01-10,Mon,12:00,14:00,MY360,,,In Person
CHE112H1S,TUT0103,2022-01-12,Wed,9:00,11:00,BA2185,,,In Person
CHE112H1S,TUT0104,2022-01-10,Mon,13:00,15:00,BA2155,,,In Person
CHE112H1S,TUT0105,2022-01-11,Tue,9:00,11:00,BA2135,,,In Person
CHE112H1S,TUT0106,2022-01-11,Tue,9:00,11:00,BA2185,,,In Person
CHE113H1S,LEC0101,2022-01-14,Fri,16:00,17:00,MC254,"Passeport, Elodie",,In Person
CHE113H1S,LEC0101,2022-01-11,Tue,16:00,17:00,MC254,"Passeport, Elodie",,In Person
CHE113H1S,LEC0101,2022-01-12,Wed,16:00,17:00,MC254,"Passeport, Elodie",,In Person
CHE113H1S,PRA0101,2022-01-11,Tue,9:00,11:00,WB25,,,In Person
CHE113H1S,PRA0102,2022-01-10,Mon,12:00,14:00,WB25,,,In Person
CHE113H1S,PRA0103,2022-01-14,Fri,9:00,11:00,WB25,,,In Person
CHE113H1S,TUT0101,2022-01-14,Fri,10:00,12:00,MS2173,,,In Person
CHE113H1S,TUT0102,2022-01-12,Wed,12:00,14:00,BA1210,,,In Person
CHE191H1S,LEC0101,2022-01-14,Fri,14:00,15:00,BA1190,"Bender, Timothy",,In Person
CHE205H1S,PRA0101,2022-01-12,Wed,10:00,13:00,LM113,"Farmer, Jennifer",occurs once every two weeks,In Person
CHE205H1S,PRA0101,2022-01-12,Wed,14:00,17:00,LM113,"Farmer, Jennifer",occurs once every two weeks,In Person
CHE205H1S,PRA0101,2022-01-10,Mon,13:00,15:00,SF3201,"Farmer, Jennifer",occurs once every two weeks,In Person
CHE205H1S,PRA0102,2022-01-12,Wed,10:00,13:00,LM113,"Farmer, Jennifer",occurs once every two weeks,In Person
CHE205H1S,PRA0102,2022-01-12,Wed,14:00,17:00,LM113,"Farmer, Jennifer",occurs once every two weeks,In Person
CHE205H1S,PRA0102,2022-01-10,Mon,13:00,15:00,SF3201,"Farmer, Jennifer",occurs once every two weeks,In Person
CHE210H1S,LEC0101,2022-01-14,Fri,10:00,11:00,BA1170,"Galatro, Daniela",,In Person
CHE210H1S,LEC0101,2022-01-13,Thu,10:00,11:00,BA1170,"Galatro, Daniela",,In Person
CHE210H1S,LEC0101,2022-01-11,Tue,10:00,11:00,BA1170,"Galatro, Daniela",,In Person
CHE210H1S,TUT0101,2022-01-10,Mon,10:00,12:00,BA2155,,,In Person
CHE210H1S,TUT0102,2022-01-10,Mon,10:00,12:00,BA1230,,,In Person
CHE210H1S,TUT0103,2022-01-10,Mon,10:00,12:00,BA2195,,,In Person
CHE213H1S,LEC0101,2022-01-13,Thu,9:00,10:00,MC254,"Bender, Timothy",,In Person
CHE213H1S,LEC0101,2022-01-11,Tue,12:00,14:00,MC254,"Bender, Timothy",,In Person
CHE213H1S,TUT0101,2022-01-11,Tue,17:00,18:00,MY380,,,In Person
CHE213H1S,TUT0102,2022-01-11,Tue,17:00,18:00,MY330,,,In Person
CHE213H1S,TUT0103,2022-01-11,Tue,17:00,18:00,SF3201,,,In Person
CHE222H1S,LEC0101,2022-01-10,Mon,9:00,10:00,BA1180,"Mahadevan, Radhakrishnan",,In Person
CHE222H1S,LEC0101,2022-01-11,Tue,9:00,10:00,BA1180,"Mahadevan, Radhakrishnan",,In Person
CHE222H1S,LEC0101,2022-01-14,Fri,11:00,12:00,BA1180,"Mahadevan, Radhakrishnan",,In Person
CHE222H1S,PRA0101,2022-01-10,Mon,15:00,17:00,GB144,,,In Person
CHE222H1S,PRA0102,2022-01-14,Fri,13:00,15:00,GB144,,,In Person
CHE222H1S,TUT0101,2022-01-11,Tue,14:00,15:00,BA1210,,,In Person
CHE222H1S,TUT0102,2022-01-11,Tue,14:00,15:00,SF3201,,,In Person
CHE222H1S,TUT0103,2022-01-11,Tue,14:00,15:00,BA2135,,,In Person
CHE223H1S,LEC0101,2022-01-13,Thu,16:00,18:00,WB116,"McGuigan, Alison",,In Person
CHE223H1S,TUT0101,2022-01-13,Thu,14:00,15:00,SF2202,,,In Person
CHE223H1S,TUT0102,2022-01-13,Thu,14:00,15:00,BA1230,,,In Person
CHE223H1S,TUT0103,2022-01-13,Thu,14:00,15:00,GB248,,,In Person
CHE230H1S,LEC0101,2022-01-11,Tue,15:00,16:00,SF1101,"Evans, Greg",,In Person
CHE230H1S,LEC0101,2022-01-14,Fri,15:00,17:00,SF1101,"Evans, Greg",,In Person
CHE230H1S,TUT0101,2022-01-13,Thu,12:00,14:00,MY380,,,In Person
CHE230H1S,TUT0102,2022-01-13,Thu,12:00,14:00,MY330,,,In Person
CHE230H1S,TUT0103,2022-01-13,Thu,12:00,14:00,MY360,,,In Person
CHE305H1S,PRA0101,2022-01-13,Thu,10:00,13:00,WB25,"Chan, Ariel",,In Person
CHE305H1S,PRA0101,2022-01-13,Thu,14:00,17:00,WB25,"Chan, Ariel",,In Person
